Chapter_Desc,Chapter_Desc_Short,Group_Code,Group_Desc,ICD10_3_Code,ICD10_3_Code_Desc,ICD10_Code,WHO_Full_Desc
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,059 (F50-F59),Behavioural syndromes associated with physiological disturbances and physical factors,F52,"Sexual dysfunction, not caused by Org disorder or disease",F52.0,Lack or loss of sexual desire
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,059 (F50-F59),Behavioural syndromes associated with physiological disturbances and physical factors,F52,"Sexual dysfunction, not caused by Org disorder or disease",F52.1,Sexual aversion and lack of sexual enjoyment
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,059 (F50-F59),Behavioural syndromes associated with physiological disturbances and physical factors,F52,"Sexual dysfunction, not caused by Org disorder or disease",F52.2,Failure of genital response
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,059 (F50-F59),Behavioural syndromes associated with physiological disturbances and physical factors,F52,"Sexual dysfunction, not caused by Org disorder or disease",F52.3,Orgasmic dysfunction
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,059 (F50-F59),Behavioural syndromes associated with physiological disturbances and physical factors,F52,"Sexual dysfunction, not caused by Org disorder or disease",F52.4,Premature ejaculation
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,059 (F50-F59),Behavioural syndromes associated with physiological disturbances and physical factors,F52,"Sexual dysfunction, not caused by Org disorder or disease",F52.5,NonOrg vaginismus
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,059 (F50-F59),Behavioural syndromes associated with physiological disturbances and physical factors,F52,"Sexual dysfunction, not caused by Org disorder or disease",F52.6,NonOrg dyspareunia
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,059 (F50-F59),Behavioural syndromes associated with physiological disturbances and physical factors,F52,"Sexual dysfunction, not caused by Org disorder or disease",F52.7,Excessive sexual drive
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,059 (F50-F59),Behavioural syndromes associated with physiological disturbances and physical factors,F52,"Sexual dysfunction, not caused by Org disorder or disease",F52.8,"Other sexual dysfunction, not caused by Org disorder or disease"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,059 (F50-F59),Behavioural syndromes associated with physiological disturbances and physical factors,F52,"Sexual dysfunction, not caused by Org disorder or disease",F52.9,"Unspecified sexual dysfunction, not caused by Org disorder or disease"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,059 (F50-F59),Behavioural syndromes associated with physiological disturbances and physical factors,F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F53.0,"Mild mental and behavioural disorders associated with the puerperium, not elsewhere classified"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,059 (F50-F59),Behavioural syndromes associated with physiological disturbances and physical factors,F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F53.1,"Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,059 (F50-F59),Behavioural syndromes associated with physiological disturbances and physical factors,F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F53.8,"Other mental and behavioural disorders associated with the puerperium, not elsewhere classified"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,059 (F50-F59),Behavioural syndromes associated with physiological disturbances and physical factors,F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F53.9,"Puerperal mental disorder, unspecified"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,059 (F50-F59),Behavioural syndromes associated with physiological disturbances and physical factors,F54,Psychological and behavioural factors associated with disorders or diseases classified elsewhere,F54,Psychological and behavioural factors associated with disorders or diseases classified elsewhere
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,059 (F50-F59),Behavioural syndromes associated with physiological disturbances and physical factors,F55,Abuse of non-dependence-producing substances,F55,Abuse of non-dependence-producing substances
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,059 (F50-F59),Behavioural syndromes associated with physiological disturbances and physical factors,F59,Unspecified behavioural syndromes associated with physiological disturbances and physical factors,F59,Unspecified behavioural syndromes associated with physiological disturbances and physical factors
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F60,Specific personality disorders,F60.0,Paranoid personality disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F60,Specific personality disorders,F60.1,Schizoid personality disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F60,Specific personality disorders,F60.2,Dissocial personality disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F60,Specific personality disorders,F60.3,Emotionally unstable personality disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F60,Specific personality disorders,F60.4,Histrionic personality disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F60,Specific personality disorders,F60.5,Anankastic personality disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F60,Specific personality disorders,F60.6,Anxious [avoidant] personality disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F60,Specific personality disorders,F60.7,Dependent personality disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F60,Specific personality disorders,F60.8,Other specific personality disorders
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F60,Specific personality disorders,F60.9,"Personality disorder, unspecified"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F61,Mixed and other personality disorders,F61,Mixed and other personality disorders
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F62,"Enduring personality changes, not attributable to brain damage and disease",F62.0,Enduring personality change after catastrophic experience
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F62,"Enduring personality changes, not attributable to brain damage and disease",F62.1,Enduring personality change after psychiatric illness
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F62,"Enduring personality changes, not attributable to brain damage and disease",F62.8,Other enduring personality changes
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F62,"Enduring personality changes, not attributable to brain damage and disease",F62.9,"Enduring personality change, unspecified"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F63,Habit and impulse disorders,F63.0,Pathological gambling
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F63,Habit and impulse disorders,F63.1,Pathological fire-setting [pyromania]
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F63,Habit and impulse disorders,F63.2,Pathological stealing [kleptomania]
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F63,Habit and impulse disorders,F63.3,Trichotillomania
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F63,Habit and impulse disorders,F63.8,Other habit and impulse disorders
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F63,Habit and impulse disorders,F63.9,"Habit and impulse disorder, unspecified"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F64,Gender identity disorders,F64.0,Transsexualism
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F64,Gender identity disorders,F64.1,Dual-role transvestism
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F64,Gender identity disorders,F64.2,Gender identity disorder of childhood
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F64,Gender identity disorders,F64.8,Other gender identity disorders
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F64,Gender identity disorders,F64.9,"Gender identity disorder, unspecified"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F65,Disorders of sexual preference,F65.0,Fetishism
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F65,Disorders of sexual preference,F65.1,Fetishistic transvestism
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F65,Disorders of sexual preference,F65.2,Exhibitionism
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F65,Disorders of sexual preference,F65.3,Voyeurism
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F65,Disorders of sexual preference,F65.4,Paedophilia
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F65,Disorders of sexual preference,F65.5,Sadomasochism
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F65,Disorders of sexual preference,F65.6,Multiple disorders of sexual preference
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F65,Disorders of sexual preference,F65.8,Other disorders of sexual preference
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F65,Disorders of sexual preference,F65.9,"Disorder of sexual preference, unspecified"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F66,Psychological and behavioural disorders associated with sexual development and orientation,F66.0,Sexual maturation disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F66,Psychological and behavioural disorders associated with sexual development and orientation,F66.1,Egodystonic sexual orientation
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F66,Psychological and behavioural disorders associated with sexual development and orientation,F66.2,Sexual relationship disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F66,Psychological and behavioural disorders associated with sexual development and orientation,F66.8,Other psychosexual development disorders
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F66,Psychological and behavioural disorders associated with sexual development and orientation,F66.9,"Psychosexual development disorder, unspecified"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F68,Other disorders of adult personality and behaviour,F68.0,Elaboration of physical symptoms for psychological reasons
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F68,Other disorders of adult personality and behaviour,F68.1,"Intentional production or feigning of symptoms or disabilities, either physical or psychological [factitious disorder]"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F68,Other disorders of adult personality and behaviour,F68.8,Other specified disorders of adult personality and behaviour
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,060 (F60-F69),Disorders of adult personality and behaviour,F69,Unspecified disorder of adult personality and behaviour,F69,Unspecified disorder of adult personality and behaviour
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F70,Mild mental retardation,F70.0,"Mild mental retardation with the statement of no, or minimal, impairment of behaviour"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F70,Mild mental retardation,F70.1,"Mild mental retardation, significant impairment of behaviour requiring attention or treatment"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F70,Mild mental retardation,F70.8,"Mild mental retardation, other impairments of behaviour"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F70,Mild mental retardation,F70.9,Mild mental retardation without mention of impairment of behaviour
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F71,Moderate mental retardation,F71.0,"Moderate mental retardation with the statement of no, or minimal, impairment of behaviour"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F71,Moderate mental retardation,F71.1,"Moderate mental retardation, significant impairment of behaviour requiring attention or treatment"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F71,Moderate mental retardation,F71.8,"Moderate mental retardation, other impairments of behaviour"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F71,Moderate mental retardation,F71.9,Moderate mental retardation without mention of impairment of behaviour
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F72,Severe mental retardation,F72.0,"Severe mental retardation with the statement of no, or minimal, impairment of behaviour"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F72,Severe mental retardation,F72.1,"Severe mental retardation, significant impairment of behaviour requiring attention or treatment"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F72,Severe mental retardation,F72.8,"Severe mental retardation, other impairments of behaviour"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F72,Severe mental retardation,F72.9,Severe mental retardation without mention of impairment of behaviour
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F73,Profound mental retardation,F73.0,"Profound mental retardation with the statement of no, or minimal, impairment of behaviour"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F73,Profound mental retardation,F73.1,"Profound mental retardation, significant impairment of behaviour requiring attention or treatment"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F73,Profound mental retardation,F73.8,"Profound mental retardation, other impairments of behaviour"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F73,Profound mental retardation,F73.9,Profound mental retardation without mention of impairment of behaviour
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F78,Other mental retardation,F78.0,"Other mental retardation with the statement of no, or minimal, impairment of behaviour"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F78,Other mental retardation,F78.1,"Other mental retardation, significant impairment of behaviour requiring attention or treatment"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F78,Other mental retardation,F78.8,"Other mental retardation, other impairments of behaviour"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F78,Other mental retardation,F78.9,Other mental retardation without mention of impairment of behaviour
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F79,Unspecified mental retardation,F79.0,"Unspecified mental retardation with the statement of no, or minimal, impairment of behaviour"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F79,Unspecified mental retardation,F79.1,"Unspecified mental retardation, significant impairment of behaviour requiring attention or treatment"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F79,Unspecified mental retardation,F79.8,"Unspecified mental retardation, other impairments of behaviour"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,061 (F70-F79),Mental retardation,F79,Unspecified mental retardation,F79.9,Unspecified mental retardation without mention of impairment of behaviour
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F80,Specific developmental disorders of speech and language,F80.0,Specific speech articulation disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F80,Specific developmental disorders of speech and language,F80.1,Expressive language disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F80,Specific developmental disorders of speech and language,F80.2,Receptive language disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F80,Specific developmental disorders of speech and language,F80.3,Acquired aphasia with epilepsy [Landau-Kleffner]
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F80,Specific developmental disorders of speech and language,F80.8,Other developmental disorders of speech and language
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F80,Specific developmental disorders of speech and language,F80.9,"Developmental disorder of speech and language, unspecified"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F81,Specific developmental disorders of scholastic skills,F81.0,Specific reading disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F81,Specific developmental disorders of scholastic skills,F81.1,Specific spelling disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F81,Specific developmental disorders of scholastic skills,F81.2,Specific disorder of arithmetical skills
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F81,Specific developmental disorders of scholastic skills,F81.3,Mixed disorder of scholastic skills
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F81,Specific developmental disorders of scholastic skills,F81.8,Other developmental disorders of scholastic skills
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F81,Specific developmental disorders of scholastic skills,F81.9,"Developmental disorder of scholastic skills, unspecified"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F82,Specific developmental disorder of motor function,F82,Specific developmental disorder of motor function
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F83,Mixed specific developmental disorders,F83,Mixed specific developmental disorders
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F84,Pervasive developmental disorders,F84.0,Childhood autism
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F84,Pervasive developmental disorders,F84.1,Atypical autism
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F84,Pervasive developmental disorders,F84.2,Rett's syndrome
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F84,Pervasive developmental disorders,F84.3,Other childhood disintegrative disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F84,Pervasive developmental disorders,F84.4,Overactive disorder associated with mental retardation and stereotyped movements
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F84,Pervasive developmental disorders,F84.5,Asperger's syndrome
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F84,Pervasive developmental disorders,F84.8,Other pervasive developmental disorders
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F84,Pervasive developmental disorders,F84.9,"Pervasive developmental disorder, unspecified"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F88,Other disorders of psychological development,F88,Other disorders of psychological development
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,062 (F80-F89),Disorders of psychological development,F89,Unspecified disorder of psychological development,F89,Unspecified disorder of psychological development
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90,Hyperkinetic disorders,F90.0,Disturbance of activity and attention
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90,Hyperkinetic disorders,F90.1,Hyperkinetic conduct disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90,Hyperkinetic disorders,F90.8,Other hyperkinetic disorders
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90,Hyperkinetic disorders,F90.9,"Hyperkinetic disorder, unspecified"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F91,Conduct disorders,F91.0,Conduct disorder confined to the family context
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F91,Conduct disorders,F91.1,Unsocialized conduct disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F91,Conduct disorders,F91.2,Socialized conduct disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F91,Conduct disorders,F91.3,Oppositional defiant disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F91,Conduct disorders,F91.8,Other conduct disorders
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F91,Conduct disorders,F91.9,"Conduct disorder, unspecified"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F92,Mixed disorders of conduct and emotions,F92.0,Depressive conduct disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F92,Mixed disorders of conduct and emotions,F92.8,Other mixed disorders of conduct and emotions
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F92,Mixed disorders of conduct and emotions,F92.9,"Mixed disorder of conduct and emotions, unspecified"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F93,Emotional disorders with onset specific to childhood,F93.0,Separation anxiety disorder of childhood
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F93,Emotional disorders with onset specific to childhood,F93.1,Phobic anxiety disorder of childhood
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F93,Emotional disorders with onset specific to childhood,F93.2,Social anxiety disorder of childhood
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F93,Emotional disorders with onset specific to childhood,F93.3,Sibling rivalry disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F93,Emotional disorders with onset specific to childhood,F93.8,Other childhood emotional disorders
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F93,Emotional disorders with onset specific to childhood,F93.9,"Childhood emotional disorder, unspecified"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F94,Disorders of social functioning with onset specific to childhood and adolescence,F94.0,Elective mutism
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F94,Disorders of social functioning with onset specific to childhood and adolescence,F94.1,Reactive attachment disorder of childhood
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F94,Disorders of social functioning with onset specific to childhood and adolescence,F94.2,Disinhibited attachment disorder of childhood
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F94,Disorders of social functioning with onset specific to childhood and adolescence,F94.8,Other childhood disorders of social functioning
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F94,Disorders of social functioning with onset specific to childhood and adolescence,F94.9,"Childhood disorder of social functioning, unspecified"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F95,Tic disorders,F95.0,Transient tic disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F95,Tic disorders,F95.1,Chronic motor or vocal tic disorder
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F95,Tic disorders,F95.2,Combined vocal and multiple motor tic disorder [de La Tourette]
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F95,Tic disorders,F95.8,Other tic disorders
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F95,Tic disorders,F95.9,"Tic disorder, unspecified"
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98.0,NonOrg enuresis
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98.1,NonOrg encopresis
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98.2,Feeding disorder of infancy and childhood
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98.3,Pica of infancy and childhood
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98.4,Stereotyped movement disorders
Mental and behavioural disorders (F00-F99),Mental and behavioural disorders,063 (F90-F98),Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98.5,Stuttering [stammering]
